pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url	category
2023-01-01	Noisy Self-training With Data Augmentations For Offensive And Hate Speech Detection Tasks.	Proceedings of the Recent Advances In Natural Language Processing		"Leite, J. A., et al. ""Noisy Self-training With Data Augmentations For Offensive And Hate Speech Detection Tasks."" Proceedings of the Recent Advances In Natural Language Processing, 2023."	Conf.2023.3	https://diegofurts.github.io/files/Conf.2023.3		conferences
2022-01-01	Heterogeneous Graph Neural Network for Music Emotion Recognition.	Proceedings of the International Society for Music Information Retrieval Conference		"Da Silva, A. C. M., et al. ""Heterogeneous Graph Neural Network for Music Emotion Recognition."" Proceedings of the International Society for Music Information Retrieval Conference, 2022."	Conf.2022.1	https://diegofurts.github.io/files/Conf.2022.1		conferences
2021-01-01	Committee of NAS-based models.	Proceedings of the IEEE International Joint Conference on Neural Networks		"Sette, B. S., et al. ""Committee of NAS-based models."" Proceedings of the IEEE International Joint Conference on Neural Networks, 2021."	Conf.2021.1	https://diegofurts.github.io/files/Conf.2021.1		conferences
2021-01-01	Named Entity Recognition for Brazilian Portuguese Product Titles.	Proceedings of the Brazilian Conference on Intelligent Systems		"Silva, D. F., et al. ""Named Entity Recognition for Brazilian Portuguese Product Titles."" Proceedings of the Brazilian Conference on Intelligent Systems, 2021, pp. 526-541."	Conf.2021.2	https://diegofurts.github.io/files/Conf.2021.2		conferences
2021-01-01	On Generalist and Domain-Specific Music Classification Models and Their Impacts on Brazilian Music Genre Recognition.	Proceedings of the Brazilian Symposium on Computer Music		"Silva, D. F., et al. ""On Generalist and Domain-Specific Music Classification Models and Their Impacts on Brazilian Music Genre Recognition."" Proceedings of the Brazilian Symposium on Computer Music, 2021, pp. 63-70."	Conf.2021.3	https://diegofurts.github.io/files/Conf.2021.3		conferences
2021-01-01	Fusion of Multiple Audio Representations for Music Genre Classification.	Proceedings of the Brazilian Symposium on Computer Music		"Silva, D. F., et al. ""Fusion of Multiple Audio Representations for Music Genre Classification."" Proceedings of the Brazilian Symposium on Computer Music, 2021, pp. 40-47."	Conf.2021.4	https://diegofurts.github.io/files/Conf.2021.4		conferences
2021-01-01	Instance Selection for Music Genre Classification using Heterogeneous Networks.	Proceedings of the Brazilian Symposium on Computer Music		"da Silva, A. C. M., et al. ""Instance Selection for Music Genre Classification using Heterogeneous Networks."" Proceedings of the Brazilian Symposium on Computer Music, 2021, pp. 11-18."	Conf.2021.5	https://diegofurts.github.io/files/Conf.2021.5		conferences
2021-01-01	Financial Time Series Forecasting Enriched with Textual Information.	Proceedings of the IEEE International Conference On Machine Learning And Applications		"Cruz, L. F. S. A., & Silva, D. F. ""Financial Time Series Forecasting Enriched with Textual Information."" Proceedings of the IEEE International Conference On Machine Learning And Applications, 2021, pp. 385-390."	Conf.2021.6	https://diegofurts.github.io/files/Conf.2021.6		conferences
2021-01-01	MetaPrep: Data preparation pipelines recommendation via meta-learning.	Proceedings of the IEEE International Conference On Machine Learning And Applications		"Zagatti, F. R., et al. ""MetaPrep: Data preparation pipelines recommendation via meta-learning."" Proceedings of the IEEE International Conference On Machine Learning And Applications, 2021, pp. 1197-1202."	Conf.2021.7	https://diegofurts.github.io/files/Conf.2021.7		conferences
2021-01-01	CurL-AutoML: Curriculum Learning-based AutoML.	Proceedings of the IEEE International Conference On Machine Learning And Applications		"Silva, L. C., et al. ""CurL-AutoML: Curriculum Learning-based AutoML."" Proceedings of the IEEE International Conference On Machine Learning And Applications, 2021, pp. 766-771."	Conf.2021.8	https://diegofurts.github.io/files/Conf.2021.8		conferences
2020-01-01	A Combination of Local Approaches for Hierarchical Music Genre Classification.	Proceedings of the International Society for Music Information Retrieval Conference		"Parmezan, A. S., et al. ""A Combination of Local Approaches for Hierarchical Music Genre Classification."" Proceedings of the International Society for Music Information Retrieval Conference, 2020, pp. 740-747."	Conf.2020.1	https://diegofurts.github.io/files/Conf.2020.1		conferences
2020-01-01	Measuring Disruption in Song Similarity Networks.	Proceedings of the International Society for Music Information Retrieval Conference		"Falcão, F. V., et al. ""Measuring Disruption in Song Similarity Networks."" Proceedings of the International Society for Music Information Retrieval Conference, 2020, pp. 30-37."	Conf.2020.2	https://diegofurts.github.io/files/Conf.2020.2		conferences
2020-01-01	On Convolutional Autoencoders To Speed Up Similarity-based Time Series Mining.	Proceedings of the IEEE International Conference On Big Data		"Silva, Y. G. A., & Silva, D. F. ""On Convolutional Autoencoders To Speed Up Similarity-based Time Series Mining."" Proceedings of the IEEE International Conference On Big Data, 2020."	Conf.2020.3	https://diegofurts.github.io/files/Conf.2020.3		conferences
